,AB123LG,AB123TW,AL109SL,AL71FS,B191DS,B67EU,B781BF,B782EX,BD112BZ,BH177AG,BN236QH,BS107UB,BS118DT,BS375YS,BT294JT,BT39JN,BT39PF,BT635QD,CA30PP,CA64SE,CB13EZ,CF313BG,CF729EW,CH52NW,CH52UA,CM241FE,CM241QJ,CR04GN,CV107SA,CV230XF,CV34PF,CV65RY,CV92RY,CW122PR,DA15BS,DA26QP,DD24UH,DE554QQ,DE742SE,DE742TG,DE742TR,DE742TZ,DG165JN,DG98RF,DG98RG,DH21AE,DL21NL,DL62PJ,DN147SE,DUBLIN,DY117FL,DY117PT,EH114XX,EH120AL,EH129EB,EH129SB,EH530TN,EX28NY,EX28RL,EX51EW,G328NB,G689HE,G698GD,GL103EZ,GL22AD,HG45NB,IP39SL,LE103BQ,LE103FF,LL651DQ,LN106YQ,LN24JB,LS101RZ,LS150BF,LS277JU,LS286QP,LU11XL,M300SF,M445BP,M905QL,ME80PP,MK150DQ,MK439AA,ML15SQ,ML43LU,NE110UX,NE244RF,NG150DJ,NN141UA,NN36FL,NN49FJ,NN86TZ,NR24HJ,NW10QA,OL164FW,OX163JU,OX51HP,PA48DJ,PH13UG,PL311EP,PL312RQ,PL67BQ,PO144LW,PR58AN,PR77DW,RG18HW,RH109ZX,S601FH,SA54HF,SM39QN,SN34AJ,SO150LP,SS179FD,SS54JH,ST48GR,ST57EF,SY13AS,TF16AH,TN126UU,TN91QF,TS213EE,TS21RA,W30TH,WA119TY,WA14RW,WA54AH,WF129AP,YO266QS
OX51HP,489.9914847521,489.65004138759997,68.157563619,69.971966939,74.3008101476,73.9337662979,74.4335349932,72.6972380079,167.5301965198,103.161256162,131.5653051769,75.72437110860001,79.9856091524,71.0840346177,411.9842587266,407.40904191650003,407.30527295950003,387.1974588511,267.1536768933,267.17648120900003,81.7527882764,121.63343538710001,114.64984671810001,166.8794346715,167.2474105777,99.31857362379999,99.4247037906,70.3030955449,64.85659231860001,57.5856816992,55.4216329175,55.684969947300004,77.3454037734,137.2816076914,103.69725078660001,102.55865056620001,425.26090647230006,110.21648890729999,88.972249377,85.83053546389999,87.290819451,85.4962378659,273.0797542574,367.34552532050003,368.5323439305,244.5777150358,220.21531155329998,205.106489277,160.6372037426,538.5965535254,76.7193103538,76.6899816426,356.0089842481,358.9301114562,356.5254056862,361.0392931786,354.14251003830003,156.57374808810002,153.8907302472,153.9600752508,352.9968261885,357.5108379551,354.371609526,51.401735370100006,52.6352189422,191.9531215377,145.7275930089,66.25014106030001,65.00988454430001,227.8520854175,133.1171792494,130.0951413909,162.8179052671,164.9444853775,166.0378497891,169.9036473285,55.9945369795,157.89832464879998,150.453802972,146.5487347854,116.6154917395,40.657795820400004,50.3178779348,353.62366525330003,349.27270123709997,249.8213406306,266.0153252213,104.8081999975,58.018653012,43.038330258500004,38.6079550285,51.9627091089,144.0808355847,61.8147327252,173.6800917181,23.770547605,0.0,364.3372818982,406.2061297976,216.77496673759998,215.0821035852,195.73428834690003,82.2725029808,172.3423420922,172.33687402740003,34.348891783199996,89.919840152,134.5284370646,149.26866206370002,76.3129337198,35.4418212351,76.2225242393,103.21686886650001,109.35508229,113.67845743379999,115.8822739595,114.9866919372,105.4751796289,109.457608505,103.7542926444,230.6582589906,221.11462180159998,54.715817598600005,154.5244665301,146.6978016883,152.7800917218,159.3215749243,180.0969900351
PA48DJ,151.5101958091,151.16875244460002,383.00923189980006,380.2766286531,296.0308999247,295.7507858779,299.6400712411,300.3100334533,210.6053119415,462.7387740631,486.53560566140004,372.6076677711,376.8689058149,370.1994823235,506.93857099480005,502.36341632180006,502.25964736480006,482.15183325640004,100.0221520071,100.04495632279999,361.8194244691,411.9895403801,405.0059517111,246.2944388346,246.6624147408,387.1375586867,387.24368885350003,418.4747895071,314.0834051764,323.298709929,317.7042582676,314.3829681355,302.55194002129997,243.1128329033,420.46516509430006,419.3265648739,86.7796175293,277.6890843354,295.8338010435,297.5295225025,295.1235739905,297.1952249045,92.4127184669,81.69332307170001,79.8852577359,167.2205673505,185.1204017475,186.38371112759998,247.68773902790002,200.1153267195,309.4588515089,309.42952279770003,49.565521928,51.4521285582,50.8514492125,49.973700537899994,43.1616102649,453.08123956980006,450.3982217289,450.4675667325,12.2214976506,18.8289083162,18.6962456077,347.90922685180004,349.14271042390004,192.97527683270002,418.8134367021,310.0020540371,312.7451584537,324.0917657363,303.0625827091,284.359253472,227.59371935570002,226.5178154692,212.6431602731,209.0421910539,375.13055830530004,216.04609855459998,220.29118095240003,227.8081544878,439.3759701083,358.37994957280006,361.43746771540003,21.857346296,19.2564737013,159.4546725925,167.39001522220002,278.1578466178,334.5843607165,344.2032459336,342.370450032,352.58249600569997,380.1112196929,406.808486845,225.3962408142,342.32931527180006,364.56172110340003,0.0,67.7483286784,513.2824582193,511.5895950669,492.2417176915,441.9025888685,193.4040849598,197.6086539684,393.9789776709,444.9297841063,255.71280763000001,387.50087431040004,431.32287767409997,370.03960356519997,435.852610127,419.95446026940004,418.5956461666,255.5575270171,249.43627702190003,273.0574470385,280.51365049009996,441.4259973115,441.8871167306,181.1253590401,194.0345901135,406.6852068386,211.1830626973,220.30503752570002,219.1436951267,237.410946196,214.481734925
PH13UG,81.16074598760001,80.8193026231,424.8780176621,422.1454765525,337.8997478241,337.6195716402,341.5089191405,342.1788192156,252.47415984090003,504.6075598254,528.4044535608,414.4765156705,418.7376915772,412.06833022290004,548.8074188941999,544.2322020841,544.1284331271,524.0206811558,141.8909999065,141.9138042222,403.6882723685,453.8583882795,446.8747996105,288.163286734,288.5312626402,429.0064065861,429.11253675290004,460.34357526940005,355.95225307580006,365.1674956913,359.573106167,356.2518160349,344.4207257836,284.98161866559997,462.3339508566,461.19541277330006,24.7539914867,319.5578700977,337.7025868058,339.3983704019,336.99235975280004,339.06407280390005,134.28156636629998,141.1069539787,139.29895078,185.09399348,213.35183389859998,228.25255902700002,289.5565247902,133.06703460970002,352.0330176304,352.0036889192,48.1222635063,43.8200149765,46.7365440392,45.3001206985,51.215261933,495.6554056913,492.9723878504,493.04173285400003,60.12516283910001,50.1852773634,52.75912031960001,390.48339297330006,391.7168765454,235.5494429542,461.3876028236,352.5762201586,355.31932457519997,366.66593185780005,345.63674883059997,326.9334195935,270.1678854772,269.0919815907,255.21732639459998,251.61635717540003,417.70472442680006,258.62026467609996,262.8653470739,270.3823206093,481.9501362298,400.9541156943,404.01163383690005,61.443525689800005,61.8306398228,177.85471064450002,166.81474995040003,320.7320127393,377.158526838,386.7774120551,384.9446161535,395.1566621272,422.68538581440004,449.3826529665,267.9704069357,384.9034813933,407.13588722490005,68.6545982819,0.0,555.8566243408001,554.1637611884,534.815883813,484.47675499,235.9782510813,240.18282008990002,436.5531437924,487.50395022780003,298.2869737515,430.07504043190005,473.8970437956,412.6137696867,478.4267762485,462.5286263909,461.1698122881,298.1316931386,292.01044314340004,315.63161316000003,323.0878166116,484.000163433,484.4612828521,199.52539709209998,208.86367116559998,449.2593729601,253.7572288188,262.87920364720003,261.7178612482,279.9851123175,257.0559010465
PL311EP,638.712221868,638.3707785035,251.7347283509,253.5491316709,224.5190513735,227.82126541590003,243.1283050412,241.39200805590002,346.5658227498,142.2453056507,259.5137961741,142.5351130851,140.2580990556,153.7827981045,560.7049958425,556.1297790324,556.0260100754,535.918195967,415.8744761463,415.8972183249,288.92577108809996,188.6418976158,181.65824680970002,315.6002339245,315.9681476936,282.8956762186,283.0018685225,239.4365535189,244.118646141,242.5753469883,230.30345614959998,230.5667931794,246.04017382140003,286.0023448073,263.7218448603,264.4342467118,573.9815814510999,283.8315852188,264.2865468251,264.86429758090003,263.7903820816,264.5299999829,421.8004913733,516.0662624364,517.2530810464,423.61334126580005,399.25093778330006,384.142115507,339.67282997259997,687.3172285042,211.9804681016,212.1850234348,505.0233191615,507.9444463696,505.5397405996,510.053628092,503.15690708880004,62.564541110899995,62.4197616679,71.4891685097,502.01116110190003,506.5251728685,503.3859444394,166.2885729876,167.2822694908,369.76029730069996,329.9727315658,240.91001057120002,241.15712981790003,376.86642033090004,322.52392242909997,310.5350039438,340.625018893,342.7516611405,343.84502555209997,347.7108230915,255.486628586,306.9126595622,299.46813788540004,295.5630696988,276.3108213203,254.3803396576,264.040421772,502.6379380296,498.2870361505,427.62851639359997,443.82250098430006,282.6153757605,265.3951969633,256.7608740957,252.33043672859998,265.6852529461,349.3952355983,239.81341503040002,322.6944266315,219.0928048418,216.46832014909998,513.3516168116,555.2204025739001,0.0,1.8288812643,32.2290846167,184.92168730170002,321.3566770056,321.3512089408,219.5717576086,249.61516973279998,312.3356128276,215.5292421568,236.0082633006,190.0528447455,171.9392587245,276.8278019923,288.53430735809997,262.6927923472,264.8966088729,264.0010268506,242.1149110773,269.1530002229,263.4496843623,408.4654347536,398.9217975646,234.2422026444,303.5388014435,295.7121366017,301.7944266352,337.12875068730006,357.9041657981
PL312RQ,637.0193587156,636.6779153511,250.0418651985,251.8562685185,222.82618822109998,226.1284022635,241.4354418888,239.6991449035,344.8728974603,140.5524424983,257.8209330217,140.8422499327,138.5652359032,152.0899349521,559.0121326901,554.43691588,554.333146923,534.2253328146,414.1815508568,414.2043551725,287.2328457986,186.9490344634,179.9653836573,313.90737077209997,314.2752845412,281.2028130662,281.308943233,237.7436903665,242.4257829886,240.88248383590002,228.6105929972,228.873930027,244.347310669,284.3094816549,262.0289817079,262.7413214223,572.2887804358,282.1387220664,262.5936836727,263.1714344285,262.0975189292,262.8371368305,420.10762822090004,514.373399284,515.5602178940001,421.92041597630003,397.5580746309,382.4491902175,337.9799046831,685.6244274889,210.6564507748,210.8416193328,503.27944145000004,506.37436612680006,503.9884878981,508.8963867416,501.57688491,60.9640758262,60.8117777941,69.9513995589,500.7657472066,505.630709314,501.87153903819996,164.77839290920002,165.9100337744,369.0138443184,328.8515918705,239.5141006197,239.36646287009998,376.2745023163,321.05021682840004,309.0918076592,339.3079609214,341.5312263594,342.32937740890003,346.3499584644,254.19933428529998,306.2535713425,298.1695346325,294.1349727295,274.5139406625,252.921609098,262.480159191,500.16519213509997,496.9108857968,426.39310657140004,441.9504965726,281.17752326650003,263.8761934167,255.2447288557,250.40294388659999,264.3432158603,348.2542741681,238.8190971562,320.8396341965,217.7862480401,215.0821035852,511.5895950669,554.1637611884,1.8288812643,0.0,33.2938038252,183.27145019990002,319.7064399038,319.70097183900003,217.9215205068,247.964932631,310.6853757258,213.879005055,234.3580261988,188.40254550659998,170.28895948559997,275.1775648905,286.8840702563,261.0425552454,263.2463717711,262.3507897488,240.4646739755,267.502700984,261.79938512340004,406.8151976518,397.27156046280004,232.59196554259998,301.88856434170003,294.0618994999,300.14418953340004,335.4785135855,356.2539286963
PL67BQ,617.6714813402,617.3301001128001,230.6940499602,232.5083911431,203.4783729828,206.7805248881,222.0876266505,220.3513296652,325.5251443591,121.2045651229,238.4730556463,121.4944346944,119.2173585278,132.7420575767,539.6643174518,535.0891006416999,534.9852695476,514.8775175763001,394.8337356185,394.8564777971,267.8850305603,167.601157088,160.617568419,294.5594933967,294.9274693029,261.85499782790004,261.9611279947,218.3958129911,223.0779677503,221.5346685976,209.2627156218,209.5260526516,224.99949543070002,264.9616042795,242.6811043325,243.39350618400002,552.9409030604,262.790844691,243.2458062973,243.8235570531,242.7496415538,243.4893215922,400.7597508455,495.0255219086,496.2123405186,402.572600738,378.2101972555,363.1013749792,318.6320894448,666.2765501135,191.3086355365,191.4937419574,483.9315640746,487.0264887514,484.64067265980003,489.5485715033,482.2290075346,45.9525602485,44.5562774744,50.603522183500004,481.4179319683,486.2828319386,482.52372379990004,145.4305155338,146.5622185361,349.6660290801,309.5037766322,220.16628538140003,220.0186476318,356.926687078,301.7024015901,289.74399242090004,319.9601456831,322.1834111211,322.9815621706,327.0021432261,234.8514569099,286.9056939671,278.8216572571,274.7870953541,255.1660632871,233.5737938597,243.1323439527,480.81737689680006,477.5630084214,407.045229196,422.60268133430003,261.8296458911,244.52837817840003,235.8968514803,231.05512864829998,244.995400622,328.9064589298,219.47128191790003,301.4918189582,198.4384328018,195.73428834690003,492.2417176915,534.815883813,32.2290846167,33.614306987,0.0,164.9401979176,301.3751876215,301.36971955670003,199.5902682245,229.6336803487,292.3541234435,195.54775277270002,216.0268360536,170.0713553614,151.9577693404,256.84631260820004,268.55288011109997,242.7113029631,244.9151194888,244.0195374665,222.1334216932,249.1715108388,243.46819497820002,388.4840075066,378.9403703176,214.2607132603,283.5573741965,275.7306472176,281.8129372511,317.1472613032,337.922676414
PO144LW,567.3322903801,566.9909091526999,101.58931180620002,103.40371512620001,151.6416157756,151.274634063,151.7744027583,150.038105773,245.8169773582,45.5049867172,79.1355736244,110.2451341104,114.50637215420001,102.1974476039,489.3250643546,484.7499096816,484.6460785875,464.5382644791,344.4945446584,344.5173489741,138.7803545434,156.24448359520002,149.26089492620002,244.22030243659998,244.5882783428,132.750321811,132.85638984070002,77.411641922,142.1974600837,135.8724625376,132.7625006826,133.0258377124,154.6862715385,214.6224133194,101.7577033472,102.47010519870001,502.60171210030006,188.5032697457,167.2590923525,164.1173163023,165.5776002894,163.7830187043,350.4206220225,444.6863930856,445.8732116956,322.8644337371,298.5020923917,283.3932701154,238.923984581,615.9373591534,139.3600315493,139.5452001073,433.59243525159997,436.6872977913,434.3014195626,439.2093184061,431.8898787116,124.5580422728,124.40580637779999,116.1791650233,431.0786788711,435.9437031156,432.18447070269997,107.4208786412,108.3041575177,269.9579242163,170.0721631437,143.6660704422,143.5183705555,306.5874339808,213.6760031493,207.603157955,240.2520408193,242.47524412020002,243.27339516970002,247.2940383623,105.74678089300001,236.566503007,228.482466297,224.447904394,114.2426623018,121.9070250384,123.37141007410001,430.4781237996,427.22381746130003,327.33712433219995,342.8945764705,182.1215410273,135.581288087,120.306746165,115.4649611959,129.4052331696,199.8017207758,90.3665437639,251.1526279981,101.44130123400001,82.2725029808,441.9025888685,484.47675499,184.92168730170002,182.63473133620002,163.28691609790002,0.0,249.3358634683,249.3303954035,57.0473258648,72.68884949939999,211.52195844070002,183.5252802534,73.8813847226,73.3428424769,17.906793752200002,114.7584623689,126.4650298718,190.67197880990003,192.8757953356,191.9802133133,182.468701005,107.0836605995,101.38034473889999,307.6518425038,298.1082053148,83.8655118135,231.5180500433,223.6913852015,229.773675235,236.3151584375,257.0905114112
PR58AN,318.8339107456,318.49246738109997,198.3569089266,206.0499790034,104.0359601187,103.7557839348,107.645069298,108.31509364729999,55.8688957633,270.7438342571,294.5406658554,180.612665828,184.8739038718,178.20454251750002,314.9436311888,310.3684765158,310.26464542170004,290.1568313133,95.99610288679999,96.0189072025,198.1125858494,219.9946005741,213.0110119051,54.2994990286,54.6674127977,223.430720067,223.5368502338,226.479787564,122.0884032333,131.3037079859,125.7092563245,122.3880283295,110.5569380782,51.194135319000004,240.850856052,239.7122558316,254.1032703287,87.8555214158,103.8387991004,105.5345205594,103.1285720474,105.2002850985,101.9221802509,196.187951314,197.374769924,123.083653164,113.102570791,83.9381500834,93.3339009744,367.4389795189,117.63130905029999,117.63882763939999,185.09399348,188.1888560197,185.802977791,190.7108766345,183.39143694,260.9930319767,260.8407339446,259.0839317163,182.5802370995,187.44526134400002,183.6860910682,156.4188402978,157.3020570372,69.6100804686,256.1939351953,118.8908902044,121.58546554589999,132.206000815,149.7627141458,130.9336815554,64.9501707912,68.4428971822,57.8655471976,60.7945658174,183.4827163399,24.6911087415,28.7922194786,36.2158009527,260.95096516,167.0869725855,178.31464945870002,181.979682028,178.7253756897,127.5563437591,143.2411148153,94.49350353460001,154.2974175667,152.3176674236,150.85427658150002,160.8534408506,226.7937041932,214.61539182709998,34.4252582791,150.0004506904,172.3423420922,193.4040849598,235.9782510813,321.3566770056,320.0132729036,300.6654576653,250.3262045681,0.0,4.7441054479,202.4026555076,253.353461943,75.3445270163,195.9246142842,239.74661764790002,178.46328140190002,244.2762879637,241.3001694221,247.4383828456,63.9812669909,57.859954858600005,81.48112487520001,88.9373904639,262.7716443271,263.2328258833,119.3188284121,103.3033015726,215.1088846753,19.6068026711,28.7287774995,27.5674351005,56.3728897814,90.6866741031
PR77DW,323.0384176171,322.69703638970003,198.3514408618,206.04451093859998,104.0304920539,103.75031587000001,107.63960123320001,108.3095634454,52.3354074347,270.7383040552,294.53519779059997,180.6072599003,184.868435807,178.19907445270002,314.938163124,310.363008451,310.2591773569,290.1513632485,100.20067189539999,100.2234762111,198.10711778459998,219.9891325093,213.0055438403,54.294030963800004,54.6619447329,223.4252520022,223.531382169,226.47431949920002,122.0829351685,131.29823992110002,125.7038503968,122.3825602647,110.55147001339999,47.6606469904,240.8453879872,239.7067877668,258.3078393373,84.3220952243,103.83333103560001,105.52905249460001,103.1231039826,105.1948170337,106.1266871224,200.39252032259998,201.5793389326,127.2882221726,117.30713979960001,88.14271909200001,89.8004747829,371.6435485275,117.6257788484,117.63335957460001,189.2985624886,192.3934250283,190.0075467996,194.91544564309999,187.59600594859998,260.9875639119,260.8352658798,259.0784636515,186.78480610809999,191.6497682155,187.8906600768,156.413372233,157.2965889724,73.81464947719999,256.1884671305,118.88542213960001,121.57999748110001,132.2005327502,146.2292879543,127.4002553639,61.416744599699996,64.9094709907,54.3321210061,57.2611396259,183.47724827509998,21.15768255,25.258793287099998,32.6823747612,260.9454349581,167.0815045207,178.30918139390002,186.1842510366,182.9299446983,131.7609127677,147.4456838239,90.96007734310001,154.2919495019,152.3121993588,150.84880851670002,160.8480349229,223.26021586459999,214.60992376229999,30.891769950500002,149.99498262560002,172.33687402740003,197.6086539684,240.18282008990002,321.3512089408,319.97816544209996,300.6303502038,250.29109710659998,6.0020089003,0.0,202.36754804609998,253.3183544815,71.8153261476,195.88944468559998,239.7115101864,178.42817394040003,244.24118050220002,241.26506196059998,247.403213247,63.946097392300004,57.82484739710001,81.4460174137,88.9022830024,262.7365368656,263.1977184218,123.2361997445,107.61443570770001,215.07377721379999,19.571695209599998,28.693607900900002,27.532327639000002,52.843688912699996,87.1574732344
RG18HW,519.4087413196,519.0672979551,55.7828980169,57.597301336899996,103.71806671510001,103.3510228654,103.8507915607,102.1144945754,197.89336616059998,78.4552966536,101.54861200570001,78.82774643100001,83.0889844748,70.7800599245,441.40151529409997,436.826298484,436.722529527,416.6147154186,296.5709334608,296.5937377765,92.973878617,124.8270959158,117.84344510970001,196.296691239,196.6646671452,86.94384588460001,87.0499760514,49.9758131993,94.27384888610001,87.9489134771,84.838889485,85.1022886519,106.7626603409,166.69886425890002,74.2611045407,74.9735063922,454.67816303980004,140.5796585481,119.3354811549,116.19370510470002,117.6539890918,115.8594696438,302.49701082490003,396.762781888,397.949600498,274.9408846766,250.57854333120002,235.4696589178,191.0004355205,568.0138100929,107.9426438699,108.1277502908,385.668824054,388.76374873080005,386.3778705021,391.2857693456,383.966267514,159.2081125797,159.0558766847,135.3940068676,383.1551298106,388.020091918,384.2609216422,76.0034909618,76.8867077012,222.0343130187,134.5926246889,95.7424592446,95.594821495,258.6638849203,167.86958936,159.6795467574,192.32842962170002,194.55169505970002,195.3497839721,199.3704271647,59.9403671037,188.6429539465,180.5589172365,176.5243553335,86.74606349529999,76.1006112491,77.5649962848,382.5545747391,379.3002684008,279.41357527170004,294.9709652729,134.1979919668,87.6576768894,72.3831971045,67.5414121354,81.4816841091,153.9953069865,44.7006840948,203.2290168005,53.5176900364,34.348891783199996,393.9789776709,436.5531437924,219.5717576086,218.5253067075,199.1774293321,57.470541652899996,201.851747979,201.84621777709998,0.0,59.8247920977,164.03784295140002,152.78282575420002,46.2179478026,42.600450114800005,51.4205629114,87.03742435720001,97.4332718727,143.1878011835,145.3916177092,144.496097824,134.98452337860002,79.3626225878,73.6593067272,260.1676648774,250.62402768840002,38.1724360946,184.0338724169,176.2072075751,182.2894976086,188.83098081109998,209.60639592190003
RH109ZX,570.359547755,570.0181043905,71.8928111113,73.7072144313,154.6688731505,154.3018914379,154.80166013320002,153.0653631479,237.67540169359998,113.9079297441,45.4612421988,137.1006644562,141.3619025,129.05291581260002,492.35232172950003,487.7771670565,487.6733359624,467.565521854,347.52180203330005,347.5445442119,96.3182837503,183.0999518039,176.1163631349,247.2475598115,247.6154735806,73.26790513430001,73.37403530110001,21.594382088800003,140.9827419158,127.730886873,135.7897580575,136.0530950873,144.9025365951,217.6496706943,37.1303347905,37.8426745049,505.6289073381,180.36169408109998,159.1175166879,155.9757406377,157.43602462479998,155.64144303970002,353.44781726030004,447.7135883234,448.9004069334,314.7229202096,290.3605788642,275.2516944508,230.78240891640002,618.9645543912,157.1395685207,157.1470871098,436.61963048940004,439.71449302909997,437.3286769375,442.236575781,434.91707394940005,189.251586841,189.0992888089,180.8726474544,434.105936246,438.9708983534,435.2117280776,134.276408987,135.1596257264,261.8163485517,105.444794587,136.3082300199,134.3809857263,309.6146913557,185.1355010628,194.86144850320002,232.11046515470002,234.33373059270002,235.1318195051,239.1524626977,76.05028019810001,239.5937603819,231.50972367190002,227.47516176890002,49.615293745100004,92.2105243435,93.6749093792,433.50538117450003,430.2510126991,319.19561080470004,334.7530008059,173.9799653627,124.0095580911,112.533394955,107.44666553770001,117.8335653108,150.7832538762,32.9974098582,254.179885373,104.4685586089,89.919840152,444.9297841063,487.50395022780003,249.61516973279998,247.3444936875,227.9966163121,66.7049846323,252.56867037,252.56314016809998,59.5766165203,0.0,203.42481080259998,209.8508432733,21.831124439800004,99.66840549679999,80.6623443085,50.1540845392,61.86065204210001,193.9047857116,196.1086022373,195.213020215,185.70144576959999,42.4792827698,36.7759669092,299.5546327286,290.0109955396,54.5486687996,234.7507948079,226.9241299661,233.00641999959998,228.2179486623,248.9933637731
S601FH,381.14263341580005,380.8011900513,145.2528034278,142.6253982914,87.6113226128,87.2442787631,72.1513635844,72.82132579660001,35.532292852699996,232.9299292295,245.396806288,171.59166378709998,175.8528396938,169.1834783395,344.3201258187,339.7449711457,339.6411400516,319.5333259432,158.30482555700002,158.32762987270002,124.1682562445,210.9735363961,203.9899477271,83.6759936585,84.0439695647,149.48632832500002,149.5925206289,173.37561992809998,87.7762344762,81.917824414,88.87034453300001,85.3863794731,71.2890249106,45.2766950118,182.8139347326,181.67539664929998,316.4119929989,30.44096529,50.1178586099,49.5091014412,50.9693854283,49.174865980300005,164.230840784,258.4966739842,259.6834925942,119.6556736312,95.2932701487,80.1844478724,39.130465902400005,429.7477021891,109.35707067720001,109.3645892663,227.9310616716,231.0259863484,228.6400459826,229.351142955,245.70015961020002,251.9719677987,251.8196697666,250.0628675383,244.88895976970002,249.7539218771,245.9948137384,147.3977761198,148.2809928592,66.7491019733,182.24960559040002,76.9845114966,77.2858142945,161.582557582,66.2702734807,47.4411787532,29.967356313800003,32.1905596147,32.9887106642,37.009353856800004,130.378548704,56.4103584527,59.430097238500004,51.5324096914,202.9140438406,113.98286708670001,125.21048182279999,244.28840469820003,241.0340983599,124.1283020892,139.6857542275,31.456844737900003,101.12396706429999,99.14415478410001,97.7501710827,107.67999034820001,143.301201391,161.5112241912,47.8184130873,117.9665387048,134.5284370646,255.71280763000001,298.2869737515,312.3356128276,310.96039453040004,291.6125792921,211.9044122912,75.49011424160001,71.9566880501,163.98080109359998,203.76283662659998,0.0,226.792958548,190.15599233150002,154.4302666865,205.8544956868,182.7327215429,181.3739074401,76.06239693260001,83.1145228229,110.38270564979999,100.8711312044,204.204258585,204.66537800409998,105.3818497047,95.83821251570001,161.8440304988,71.4642515326,64.4361105629,69.71397369980001,26.7668607041,54.8205186121
SA54HF,512.9306379591,512.5892567317,206.1121161034,207.9264572863,138.6587522387,141.9609662811,157.2680059064,155.5317710582,218.1946130613,152.9305256409,251.82283875870002,80.9799891637,79.02347829600001,85.64685819629999,352.7323085538,348.1570917437,348.0532606496,327.94550867830003,290.0928922374,290.1156965531,234.2825296223,30.450907226,40.816618248,152.51252936920002,152.8805052754,237.2730639711,237.37919413790001,200.2500399523,158.2583470062,167.4736517588,151.7294154979,154.3217753099,160.17987468660002,200.1420456725,224.5353312937,225.24773314520002,448.2000596793,197.971286084,178.4262476903,179.00399844609998,177.93008294679998,178.66970084809998,296.01896960150003,390.2847406646,391.4715592746,337.75304213100003,313.3906386485,298.2817542351,253.8125308378,561.5357067324001,126.4890147924,126.6741833504,379.19078283059997,382.2856453703,379.89976714159997,384.8076659851,377.4882262906,155.16559712789999,155.0132990958,153.2564968675,376.6770264501,381.5419885575,377.78288041880006,98.96495138770001,100.0965922529,284.846408336,284.9218427754,167.35136594600002,167.20372819640002,169.99467818,242.8726730118,230.91426384259998,255.14052493900002,257.363790377,220.1912644956,223.1202831154,210.2695230531,182.164850586,174.080813876,174.755001411,237.0202902483,187.1081675765,196.6667176695,376.0764713786,372.82216504030004,342.225670589,357.78312272730005,197.0100872841,190.4673613396,188.4876111965,176.3856653263,197.0233846235,294.4929445626,195.0299021813,196.75097557709998,157.7701979486,149.26866206370002,387.50087431040004,430.07504043190005,215.5292421568,214.6573343696,195.3095191313,183.9527835014,195.48729337440002,195.4818253096,152.535395822,210.8083138472,226.5996500299,0.0,197.201407415,123.0164829589,177.902866897,238.0208839696,248.32526567390002,176.95682954950001,179.16064607520002,125.4283344954,129.672671248,230.34608220020002,224.6427663396,322.729534093,313.185896904,189.0644298958,177.66947994940003,169.84275297050002,170.19078286759998,251.3927878896,272.1682030004
SM39QN,556.7526413228001,556.4112600954,58.2859668162,60.1003079991,141.0619667183,140.6949850057,141.194753701,139.4584567157,224.0685573985,107.0395432585,63.8031199252,123.493758024,127.7549960678,115.4460093804,478.74541529730004,474.17026062430006,474.06649166730006,453.95867755890004,333.9148956011,333.93769991680006,95.60153230179999,169.4931075088,162.50945670270002,233.6406533793,234.0086292855,72.55121582289999,72.6573459897,5.0266428416,127.3758354836,114.1240425779,122.18285162529999,122.4461886551,131.2956301629,204.04276426209998,36.413583342,37.1259851935,492.022063043,166.754849786,145.51061025570002,142.3688342055,143.8291181926,142.0345987446,339.8409108281,434.10674402830006,435.29356263830005,301.1160759145,276.75367243200003,261.64478801859997,217.1755646213,605.3577100961,143.5326620885,143.5401806776,423.0127861943,426.107648734,423.7217705053,428.62966934880006,421.31022965430003,175.64468040879999,175.49238237670002,167.26574102220002,420.49902981380006,425.36405405830004,421.6048837825,120.66950255479999,121.5527192942,248.2094421195,104.7280431385,122.70138572479999,120.7740792941,296.0078470606,170.3726581593,180.0986677368,218.5035587225,220.7268241605,221.52497521,225.5455562655,62.4433737659,225.9869160868,217.9028793768,213.8683174738,48.898542296600006,78.6036800484,80.0680650841,419.89847474230004,416.644168404,305.5887043725,321.1461565108,160.3731210676,110.4026516589,98.9264885228,93.83975910550001,104.2266588786,150.0665645648,14.1036304096,240.5729789408,90.8616521767,76.3129337198,431.32287767409997,473.8970437956,236.0082633006,233.9036175865,214.55580234820002,73.571569142,239.127794269,239.1223883413,46.135802556399995,21.962171583699998,189.98399683870002,196.41002930940002,0.0,86.2275915329,79.4011475898,49.1564733987,60.8629787645,180.46390961059998,182.66778827340002,181.7722062511,172.2606939428,41.4816094922,35.778355768699996,286.1138187647,276.5701815757,18.7690702889,221.309980844,213.4833160022,219.5656060357,214.7771346984,235.5525498092
